vibration_x_rms,vibration_x_mean,vibration_x_std,vibration_x_max,vibration_x_min,vibration_x_kurtosis,vibration_x_crest_factor,vibration_y_rms,vibration_y_mean,vibration_y_std,vibration_y_max,vibration_y_min,vibration_y_kurtosis,vibration_y_crest_factor,vibration_z_rms,vibration_z_mean,vibration_z_std,vibration_z_max,vibration_z_min,vibration_z_kurtosis,vibration_z_crest_factor,rms_value_rms,rms_value_mean,rms_value_std,rms_value_max,rms_value_min,rms_value_kurtosis,rms_value_crest_factor,bearing_temp_rms,bearing_temp_mean,bearing_temp_std,bearing_temp_max,bearing_temp_min,bearing_temp_kurtosis,bearing_temp_crest_factor,motor_temp_rms,motor_temp_mean,motor_temp_std,motor_temp_max,motor_temp_min,motor_temp_kurtosis,motor_temp_crest_factor,ambient_temp_rms,ambient_temp_mean,ambient_temp_std,ambient_temp_max,ambient_temp_min,ambient_temp_kurtosis,ambient_temp_crest_factor,runtime_hours_rms,runtime_hours_mean,runtime_hours_std,runtime_hours_max,runtime_hours_min,runtime_hours_kurtosis,runtime_hours_crest_factor,rpm_rms,rpm_mean,rpm_std,rpm_max,rpm_min,rpm_kurtosis,rpm_crest_factor,load_percent_rms,load_percent_mean,load_percent_std,load_percent_max,load_percent_min,load_percent_kurtosis,load_percent_crest_factor,degradation_level_rms,degradation_level_mean,degradation_level_std,degradation_level_max,degradation_level_min,degradation_level_kurtosis,degradation_level_crest_factor,fault_type_rms,fault_type_mean,fault_type_std,fault_type_max,fault_type_min,fault_type_kurtosis,fault_type_crest_factor,degradation_level
3.915057581543342,3.7699239999999996,1.0561008005981247,5.2501,1.7939,1.6452203813762638,1.3410019845788208,3.113165639313141,2.9517620000000004,0.9893944578154863,4.5826,1.4453,1.6766826189963535,1.4720064770761752,2.4749178894662345,2.360336,0.7443336125045006,3.6316,0.9101,1.96216178358803,1.467361806540422,3.6074709386216823,3.548126,0.6516505667334296,4.7203,2.132,2.1433006760671613,1.308479005715486,62.48689234372278,61.94468,8.213911033947227,76.5095,45.6119,2.102489530592842,1.2244087858762238,70.33481791205831,69.914252,7.680102733876417,85.9898,56.0449,2.0629969018570953,1.222577985419537,25.067278474094472,25.006822000000003,1.7399148134653033,27.8581,22.0051,1.805790358208793,1.1113332473517754,1200.0068720068152,1200.0068720000002,0.004044356067410164,1200.0137,1200.0,0.04676580092853473,1.0000056899534029,1483.9033770449848,1483.756158,20.90205737695782,1519.9474,1452.9774,1.6670638655106451,1.0242900066826115,77.96457018684833,77.14474,11.276670375265919,94.8651,60.8687,1.6553463006048525,1.2167719229450054,0.1388339468573879,0.1255,0.05936846637736232,0.2316,0.0003,1.8780615551798947,1.6681797828315348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2125
3.928466259979841,3.7904699999999996,1.0320776787141557,5.2501,1.7939,1.6878188977289073,1.3364248638507314,3.102513536956769,2.9327579999999993,1.0121861293438081,4.6375,1.4453,1.6595270645363878,1.4947557616787484,2.4949725005298156,2.380012,0.7486191677054497,3.6316,1.0428,1.855685105262496,1.455567139386565,3.647110347741072,3.58971,0.6445122221494329,4.7203,2.4612,1.9874346691717342,1.294257518142016,63.48084220540871,62.914076,8.46382704066098,76.5095,46.512,2.0085178980994125,1.2052376328023708,69.87016785596697,69.431626,7.815987923296965,85.9898,56.0449,2.028337545201097,1.23070836418993,25.018632358664213,24.963372,1.6619336592102592,27.8581,22.0051,1.9842610966557823,1.1134941186830105,1200.0082740068121,1200.008274,0.004043454463694336,1200.0151,1200.0014,0.04685455908573922,1.0000056882801025,1486.2545714498874,1486.100606,21.392522107544142,1519.9474,1452.9774,1.5665153592620715,1.022669621468022,79.40839649476747,78.61405400000001,11.20374703192124,94.8651,60.8687,1.6277713891199617,1.19464822582464,0.15692606539386628,0.144856,0.060353369947336,0.2613,0.0394,1.9286392942551926,1.665115241964519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2613
3.9113411723346254,3.768264,1.0482252585699317,5.4687,1.7939,1.6744788837252342,1.3981649119997783,3.104098750007802,2.9435060000000006,0.9854955493374894,4.6375,1.4453,1.7525305971550214,1.4939924140778125,2.4921930117468833,2.3815299999999997,0.7343983026260341,3.6316,1.0428,1.9554692889957725,1.4571905018233533,3.6905127663239425,3.6415400000000004,0.5992252554757683,4.7203,2.5608,2.0010332342729686,1.2790363524230395,63.83761210125893,63.314035999999994,8.159262477791973,76.5095,46.512,2.175150661507925,1.1985019092922204,69.6608901490011,69.213464,7.8826402602112955,85.9898,56.0449,2.004428200553804,1.2344057017320356,25.101361702907674,25.04395,1.6967403271272836,27.8581,22.0051,1.816638955618644,1.109824252509566,1200.009676006807,1200.0096760000001,0.004041858978240323,1200.0165,1200.0028,0.04684559227815188,1.0000056866068079,1488.7812059446503,1488.634806,20.878063591956135,1519.9474,1452.9774,1.6570247952565622,1.0209340324291407,79.58952531186124,78.847958,10.839375378573989,94.8651,60.8687,1.6785040186579077,1.1919294607721822,0.17506888644188037,0.16499000000000003,0.058544127801172345,0.2641,0.0602,1.9043488511762983,1.5085489505423157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2641
3.788065276179913,3.631898,1.0764550404898479,5.4687,1.7939,1.5773194285924312,1.4436657203220826,3.1674936216510363,3.006764,0.9961857715827908,4.6375,1.5147,1.665732429125926,1.464091341387396,2.5648838742523994,2.456112,0.7390149740404454,3.6419,1.0428,1.95954775497005,1.419908332833369,3.738164251313738,3.6855859999999994,0.6247621998840839,4.7977,2.5608,1.8891098385959544,1.2834374480681325,63.313701762792235,62.697258000000005,8.813550373670987,76.5095,46.512,1.8790455881853998,1.20841931300372,70.98532511891172,70.469796,8.539568721895973,86.0942,56.0449,1.8774792164485106,1.2128450471086816,25.035018931720423,24.977048,1.7027172746219503,27.8581,22.0051,1.8356655279598648,1.1127652854927528,1200.0110780067992,1200.0110779999998,0.004039568788870692,1200.0179,1200.0042,0.046709205330185466,1.0000056849335193,1491.313546745811,1491.1639499999997,21.122711188853106,1519.9474,1452.9774,1.7383281291668082,1.0192004245562436,79.50643160767059,78.80000799999999,10.57503693540292,94.8457,60.8687,1.7441561468769906,1.1929311638093967,0.19261825822076162,0.183938,0.05717171989716594,0.2729,0.0627,1.9706188146782235,1.416791888541053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2661
3.8253387676648978,3.675814,1.0590600194531,5.4687,1.7939,1.664096493433466,1.4295988715902073,3.2003880243183014,3.052002,0.9632067785247361,4.6375,1.5548,1.7431412823456391,1.4490430379914263,2.638280665660877,2.539092,0.7166147405238048,3.6419,1.0428,2.1436996899831215,1.3804065782681447,3.7652648449743875,3.710504,0.6398276477177272,4.7977,2.5608,1.8730309002315977,1.2741998729947606,63.545388235784664,62.902338,9.017329991208928,76.5095,46.512,1.8246612384938943,1.2040134164271996,70.71363351057842,70.189352,8.594930487705879,86.0942,56.0449,1.9262618523076631,1.2175049663505932,25.00175414321563,24.950846000000002,1.5946768080347822,27.8581,22.0051,2.0008485588306666,1.1142458176846362,1200.0124760067906,1200.012476,0.004037006811986276,1200.0193,1200.0056,0.04650064540777319,1.0000056865935527,1490.367643930397,1490.2098079999996,21.689679924930573,1519.9474,1452.9774,1.5962166873846357,1.0198472881371718,79.98832695923575,79.292396,10.528456027204749,94.8457,60.8687,1.7684892048269416,1.185744265366102,0.21385150829489138,0.205828,0.0580284586733096,0.3279,0.0989,2.1720501080071,1.5333068598925776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3279
3.9229625381591395,3.782758,1.0394118477465994,5.5668,2.0048,1.7373848867356418,1.4190296062378254,3.0989474661568566,2.948968,0.9523986208389846,4.6375,1.5548,1.7552806875605789,1.4964758311267579,2.6525464135053323,2.546378,0.7429411530639557,3.7089,1.0428,2.1040250283357316,1.398241315263655,3.7574134336801426,3.698,0.6655461754078376,4.7977,2.5608,1.7944657455851702,1.2768624139751212,63.41566693524243,62.769363999999996,9.03071181453068,76.5095,46.512,1.7673537434845505,1.2064763123293132,71.15708804501347,70.653434,8.451239143075055,86.0942,56.0449,1.9384256839591447,1.2099174144596565,24.976418294503315,24.923124,1.630754703388588,27.8581,22.0051,1.9233981799857707,1.1153760983806518,1200.0138740067841,1200.013874,0.004035136181105613,1200.0207,1200.007,0.04639555705741377,1.0000056882535808,1489.054940387341,1488.8969,21.69416194136109,1519.9474,1453.3774,1.5577498540243577,1.0207463531160346,80.10071285037856,79.39778799999999,10.588458804087402,94.8457,61.4181,1.7027656550486971,1.184080598200456,0.23334535864250652,0.22588,0.05855153285781679,0.3393,0.1323,1.986083722618005,1.4540678564733795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3162
3.99269807403465,3.85632,1.0346177883643795,5.5668,2.0048,1.75567231131456,1.3942451652579524,3.1210315290301063,2.97272,0.9506700830466898,4.6375,1.5548,1.7581265520086733,1.4858869389833698,2.6418023028606816,2.54195,0.7194509051352983,3.7722,1.0428,2.1598982813214116,1.427888824851268,3.836884470035552,3.777444,0.672754980110887,4.7977,2.5608,1.7666111553413957,1.250415545467646,63.6194904648096,62.994299999999996,8.897063252107406,76.5095,47.7132,1.759877444883974,1.2026110147847577,70.91417761080503,70.350212,8.92570769025381,86.2518,56.0449,1.8629161074552187,1.2162842874835114,25.115409338734658,25.060854,1.6545038660831233,27.8581,22.0294,1.7232270734892092,1.109203501849494,1200.0152720067802,1200.015272,0.004033957857994314,1200.0221,1200.0084,0.04635951213030594,1.000005689913603,1488.3203683474796,1488.1576719999998,22.005956137310097,1519.9474,1453.3774,1.5194667447294108,1.0212501503808782,80.5334383527116,79.839944,10.5459961590579,94.7595,61.4181,1.7324373658057481,1.1766478859777,0.2529881677075037,0.24555,0.060895077797799055,0.362,0.1339,1.9752799367888245,1.4308969030898038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3579
3.961225558536146,3.8251720000000002,1.0292556028586874,5.6069,2.0048,1.856065227264103,1.4154457763110941,3.158522056848741,3.021384,0.920597799336931,4.6375,1.5548,1.804260223244243,1.468249992195507,2.570599806465409,2.457726,0.753369944930112,3.7722,1.0428,2.0237077306299027,1.4674396130576244,3.8919198519239835,3.831386,0.6837554042228844,5.0293,2.5608,1.921414919140235,1.292241407435802,63.254218279068155,62.59889999999999,9.081511376747816,76.5095,47.7132,1.6786127749762498,1.2095556955641436,72.00055360227725,71.438084,8.98219758429662,86.2518,56.0449,1.8507689089443333,1.1979324556928503,25.115416788383186,25.057638,1.7026268866536796,27.8581,22.0294,1.6624062224565268,1.1092031728413672,1200.0166700067784,1200.0166700000002,0.004033472449397878,1200.0235,1200.0098,0.04637082728675849,1.0000056915736193,1486.8101410435816,1486.6511919999998,21.740028404165802,1519.9474,1453.3774,1.5329496628672103,1.0222874851545853,79.68440390017358,78.970276,10.64423474984576,94.7392,61.4181,1.6815174706816096,1.1889302718107468,0.27289508020482894,0.2661,0.060518714460900444,0.3792,0.1682,1.8178228035276756,1.389544970249853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3548
3.9388150882467183,3.808766,1.0037757999892207,5.6069,2.0048,2.017045533497316,1.423499164125728,3.3001395631700183,3.155028,0.9678426812328541,5.0521,1.5548,1.9661593960502577,1.530874645749331,2.559252927594301,2.443938,0.7595673765743234,3.7722,1.0428,2.02433884201157,1.4739457536955571,3.874364515194718,3.8151740000000003,0.6746463861342474,5.0293,2.5608,2.070849250463797,1.2980967503947598,62.89709028483432,62.232566000000006,9.118755142794656,76.5095,47.7132,1.6285019023001204,1.2164235204101908,72.60926805489778,72.066544,8.861097187372678,86.2518,56.5209,1.8080900998842584,1.1878896771540046,25.001358424369666,24.94897,1.6176584939040755,27.51,22.0294,1.7163407284532008,1.1003402104015947,1200.0180680067795,1200.0180679999999,0.0040336802054689236,1200.0249,1200.0112,0.0464205697915641,1.0000056932336292,1485.7400601456932,1485.5979979999997,20.545429178291595,1519.0609,1453.3774,1.5955369619207107,1.0224270992873512,80.02056060158789,79.300172,10.71320865860532,94.7392,61.4181,1.6749625956059477,1.1839357194690872,0.29246049613580294,0.28593,0.06145874144497265,0.3949,0.1787,1.8028120303775235,1.3502677856155718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3939
4.081524939137332,3.9503959999999996,1.0262637438709408,5.6555,2.0048,1.903461577341907,1.3856340633652973,3.4315392376016915,3.297448,0.9498937974826449,5.0521,1.5939,2.056487647164482,1.4722547625037137,2.5453483540372233,2.4270340000000004,0.7670099127416803,3.7722,1.0428,1.9718584784808522,1.4819975345209115,3.8442499477791503,3.7855539999999994,0.6692074223168778,5.0293,2.5608,2.10780832172736,1.3082656058362712,61.7712517900277,61.129166,8.883277089646814,75.824,47.7132,1.6268864398758518,1.2274965747086575,72.87118420366174,72.27149200000002,9.329572945099684,86.7033,56.5209,1.7046391443279603,1.1898159874249037,25.080848398561002,25.029532,1.6035848130286097,27.51,22.325,1.68481551744132,1.0968528477134705,1200.0194660067823,1200.019466,0.004034581019135479,1200.0263,1200.0126,0.04651255989732149,1.000005694893634,1483.5899178120287,1483.4472540000002,20.573984382264996,1519.0609,1451.3915,1.7252624871563993,1.0239088859743966,79.69831124707096,78.99828199999999,10.540031151921514,94.7392,61.4181,1.7466093810882877,1.1887228036038793,0.3115967063368931,0.305426,0.061704666954777415,0.4092,0.1927,1.7759214783579929,1.3132359185633389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.391
