vibration_x_rms,vibration_x_mean,vibration_x_std,vibration_x_max,vibration_x_min,vibration_x_kurtosis,vibration_x_crest_factor,vibration_y_rms,vibration_y_mean,vibration_y_std,vibration_y_max,vibration_y_min,vibration_y_kurtosis,vibration_y_crest_factor,vibration_z_rms,vibration_z_mean,vibration_z_std,vibration_z_max,vibration_z_min,vibration_z_kurtosis,vibration_z_crest_factor,rms_value_rms,rms_value_mean,rms_value_std,rms_value_max,rms_value_min,rms_value_kurtosis,rms_value_crest_factor,bearing_temp_rms,bearing_temp_mean,bearing_temp_std,bearing_temp_max,bearing_temp_min,bearing_temp_kurtosis,bearing_temp_crest_factor,motor_temp_rms,motor_temp_mean,motor_temp_std,motor_temp_max,motor_temp_min,motor_temp_kurtosis,motor_temp_crest_factor,ambient_temp_rms,ambient_temp_mean,ambient_temp_std,ambient_temp_max,ambient_temp_min,ambient_temp_kurtosis,ambient_temp_crest_factor,runtime_hours_rms,runtime_hours_mean,runtime_hours_std,runtime_hours_max,runtime_hours_min,runtime_hours_kurtosis,runtime_hours_crest_factor,rpm_rms,rpm_mean,rpm_std,rpm_max,rpm_min,rpm_kurtosis,rpm_crest_factor,load_percent_rms,load_percent_mean,load_percent_std,load_percent_max,load_percent_min,load_percent_kurtosis,load_percent_crest_factor,degradation_level_rms,degradation_level_mean,degradation_level_std,degradation_level_max,degradation_level_min,degradation_level_kurtosis,degradation_level_crest_factor,fault_type_rms,fault_type_mean,fault_type_std,fault_type_max,fault_type_min,fault_type_kurtosis,fault_type_crest_factor,degradation_level
3.7809597009489537,3.648886,0.9905994241892128,5.2963,1.8947,1.7608953102186053,1.4007819191151134,3.0897672437903796,2.969304,0.8543391459976535,4.627,1.4431,2.2657386442602756,1.4975238003198514,2.495761414919303,2.376402,0.7625867652903504,3.534,0.8722,1.936674331540787,1.4160007301636481,3.5520195950473017,3.4882799999999996,0.6698849492263579,4.7738,2.1527,2.187841514642095,1.3439678072769048,62.1434951825708,61.63127,7.96244633848794,75.7052,46.7372,1.990632437275555,1.2182320895437901,69.53410339398934,68.98866000000001,8.692314203386806,84.4268,55.8221,1.8183020781686796,1.2141783077216788,25.498270935473254,25.449448000000004,1.5771547781039117,27.9408,22.0234,2.4160778106264282,1.0957919483932839,1200.006864006818,1200.0068640000002,0.004045182814162452,1200.0137,1200.0,0.04693820254679187,1.000005696620067,1481.9650465912782,1481.83565,19.583301748349292,1518.6341,1451.2145,1.909847634088295,1.0247435345947047,77.60155082231798,76.982252,9.784353174190718,94.3975,61.5402,1.822724411987946,1.2164383184039047,0.15732562029116556,0.141212,0.06935792568985898,0.2637,0.0233,1.870621303376803,1.676141385939248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2481
3.8207733947984925,3.689128,0.9943057547937656,5.4895,1.8947,1.792669007477802,1.4367509973519395,3.103113107799972,2.96249,0.9235604797196554,4.6297,1.4431,2.0536563257048814,1.491953346284179,2.509166037949661,2.3829320000000003,0.7858430437281989,3.6401,0.8722,1.8093379894904342,1.450721048523062,3.579189640155995,3.519006,0.6536017534890799,4.7738,2.3409,2.1843444406336587,1.3337655912678277,62.43180903449139,61.91669600000001,8.003345285740458,75.7052,46.7372,2.0443364080804702,1.2126062204292283,70.76179072172354,70.200446,8.895414973236718,85.763,55.8221,1.788114156274333,1.2119958965587796,25.595813693184283,25.552897999999995,1.4815810534007239,27.9408,22.0866,2.555557402600408,1.0916160089305535,1200.0082660068242,1200.008266,0.004047053743152149,1200.0151,1200.0014,0.04697802263433101,1.0000056949467513,1484.2307909300428,1484.1058920000003,19.254663739072065,1518.6341,1451.9565,1.914427884215815,1.0231792179962578,77.95906594564869,77.35947200000001,9.650287819501344,94.3975,61.5402,1.9238407751727409,1.2108598126830203,0.17966759975020535,0.165352,0.07027917540779773,0.2812,0.0401,1.8327710864414346,1.5651123783021141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2787
3.7341595830655128,3.6091499999999996,0.9581148518314493,5.4895,2.0213,1.8458751528656085,1.4700764290294999,3.0823216225436307,2.938436,0.9307526302428588,4.6297,1.4431,2.033733160439408,1.502017164957384,2.5375196782685254,2.420464,0.7618137188998371,3.7449,1.0336,1.8955975302961199,1.4758112093921643,3.5719861675544045,3.510556,0.6596072710818157,4.7738,2.3409,2.1336129476592887,1.336455339608405,62.57012811702722,62.085263999999995,7.77437628569032,75.7052,46.7372,2.056691509460363,1.209925602937979,71.20648313178091,70.66082999999999,8.798314822038366,86.3738,55.8221,1.8915742689507358,1.213004717955514,25.44484114038443,25.397774,1.5469377829518545,27.9408,22.0866,2.1526191404337367,1.0980929232320187,1200.0096680068284,1200.0096680000001,0.0040482312186890254,1200.0165,1200.0028,0.04698700310517994,1.000005693273441,1486.993866920719,1486.87878,18.500103933340498,1518.6341,1453.8062,2.0344135909486405,1.0212779849150213,78.26015842617238,77.68118,9.501929840679734,94.3975,61.5402,2.0841164677380153,1.2062012381049414,0.20101266378017082,0.18863400000000002,0.06945001831533236,0.3168,0.0614,1.7833963677781086,1.5760200291970408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.295
3.767327071306658,3.632218,0.9998728232510373,5.4895,2.0213,1.8298234014772408,1.4571338993204763,3.08623928764443,2.9228459999999994,0.9908805179657131,4.6297,1.4431,1.8069589658773528,1.5001105078059291,2.5983354235741003,2.4808540000000003,0.7724703256980167,3.7449,1.0336,1.9580157175013946,1.441268879918541,3.5965183405065515,3.5258920000000002,0.7092459220439692,4.791,2.3409,1.9071031316818916,1.3321216613075844,62.83152146984187,62.359883999999994,7.684071689003429,75.7052,46.7372,2.065639443994424,1.2048920385333717,72.31657070903321,71.74164999999999,9.10066230513472,86.3738,55.8221,1.882877368072503,1.1943846222407644,25.32776612715381,25.275114000000002,1.6322834554096293,27.9408,22.0866,2.0822739107093113,1.1031687456641932,1200.0110720068415,1200.011072,0.004052112535455115,1200.018,1200.0042,0.047236422878274606,1.0000057732660308,1486.3554393105871,1486.2374619999996,18.72694625311763,1518.6341,1453.8062,1.951237498734121,1.0217166498843422,77.00616494405497,76.45294600000001,9.213928983451305,94.3585,61.5402,2.2685838416356385,1.2253369591421435,0.2256042069643206,0.213946,0.07158468609975181,0.3594,0.0979,1.9144210450688126,1.5930553286459148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3594
3.73693473079207,3.605758,0.9814226549433226,5.4895,2.0213,1.971282761112101,1.4689847109389074,3.0825415680246713,2.9172019999999996,0.9959894626932556,4.6297,1.4431,1.7832341015509847,1.5019099930411208,2.600049925136054,2.483476,0.7698094378636833,3.7449,1.0336,1.9985800061906798,1.4403184913462206,3.550457569947851,3.475244,0.726930599482509,4.791,2.3409,1.8495349887596357,1.3494035323949345,62.48815839998007,62.02990599999999,7.553853443916158,75.5871,46.7372,1.9605265119097912,1.209622781712957,72.48697548701008,71.89010400000001,9.283025483299289,86.3738,56.3876,1.7150122007661828,1.1915768233917101,25.337211965206432,25.283326000000002,1.651586070274268,27.9408,22.0866,2.0687365597075287,1.1027574788947296,1200.0124760068497,1200.0124759999999,0.004054605282883597,1200.0194,1200.0056,0.0473608694099904,1.0000057699259706,1485.6437100268395,1485.5173679999998,19.37479064825673,1518.6341,1452.5852,1.8742471027397645,1.022206125021956,76.76250707301709,76.17160200000001,9.506289543696637,94.3585,61.5402,2.1315163902516234,1.2292263969173547,0.24980047357841417,0.238258,0.07505599267213778,0.383,0.1066,2.004385330601734,1.5332236131551504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.383
3.8349576252417705,3.7018459999999993,1.0016167828486102,5.6231,2.2471,1.8172162870154727,1.4662743463776224,3.239958819923488,3.083068000000001,0.9960044488735982,4.6942,1.4811,1.7500752978245857,1.4488455707046297,2.5570911230145867,2.4264859999999997,0.8067717788842146,3.7449,1.0336,1.8124962216643192,1.464515656735742,3.4947663639219146,3.416936,0.733444142593013,4.791,2.3409,1.8774162764523474,1.3709070900277147,63.31582898056851,62.76110599999999,8.36288067315109,78.5714,46.7372,1.994500334408625,1.240944030152459,72.56084340391862,71.99395999999999,9.052387475489546,86.3738,56.3876,1.7288666048364092,1.1903637821198725,25.28088837123015,25.229597999999996,1.609565654764042,27.7673,22.1852,1.911565980409743,1.0983514337500848,1200.0138800068535,1200.01388,0.004055712021338039,1200.0208,1200.007,0.047407061500338056,1.0000057665859219,1484.4343042029182,1484.2990259999997,20.040082580995634,1518.6341,1451.9685,1.7971399832780437,1.023038941965987,77.39713607643503,76.79559800000001,9.630825543877119,94.8401,61.5402,2.1281542335571566,1.2253696298799113,0.2741378186241366,0.263748,0.07475651206416736,0.3903,0.132,1.8953221316789342,1.4237363809251236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3861
3.882527321809854,3.746517999999999,1.018636971779446,5.6231,2.2471,1.7142738635100443,1.448309186114286,3.339289622749126,3.188186,0.9931390708274446,4.9663,1.4811,1.8134463919774455,1.487232479415513,2.6542828797247666,2.518924,0.8368031356442208,3.8163,1.0336,1.8384246710165677,1.4377894740510224,3.5409901539541173,3.4642239999999997,0.7333234949352162,5.082,2.3669,2.114309492237834,1.4351917866738955,63.41657631600905,62.967878,7.5305040881282315,78.5714,49.0035,2.230267874376452,1.238972592845185,72.62710968354722,72.05259199999999,9.117074479652779,86.3738,56.8636,1.7105590081235376,1.1892776728202108,25.388649250706504,25.338321999999998,1.5977950430878174,27.9292,22.1852,1.9603252342620148,1.1000664002722451,1200.0152840068527,1200.015284,0.004055433885553217,1200.0222,1200.0084,0.047395745904741986,1.000005763245885,1484.8054698714604,1484.666174,20.33802203780704,1518.6341,1451.9685,1.7400965151172654,1.0227832068272489,76.35240719125888,75.74141799999998,9.639900582945659,94.8401,61.5402,2.19574625196801,1.2421363448307405,0.2971118651282712,0.287996,0.07303262547656356,0.4285,0.1691,1.7923977895664835,1.4422176825312183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4285
4.0359429315588695,3.8930080000000005,1.064576938852237,5.6733,2.2471,1.561831109824506,1.4056938074076704,3.3778228579071463,3.242734,0.9457079171943101,4.9663,1.6219,1.8873743464373165,1.4702665575465932,2.738079552094862,2.6202199999999998,0.7946865955834412,3.8163,1.1684,1.9300923422170786,1.3937871100722172,3.540274219435551,3.4649639999999993,0.7263374061027009,5.082,2.4033,2.104938062461216,1.435482019371775,63.73052538071062,63.31002999999999,7.308896407837506,78.5714,50.5011,2.2670343216488718,1.2328691709083666,73.09684530421815,72.541944,8.989724919577018,86.3738,56.8636,1.756947738642828,1.1816351256844095,25.286496069918424,25.234555999999998,1.6198972118205526,27.9292,22.1852,1.9136240054213849,1.1045104830550372,1200.016688006847,1200.016688,0.004053770590457799,1200.0236,1200.0098,0.047321708451453434,1.0000057599058596,1485.9678267363672,1485.8432019999998,19.244769834669277,1518.6341,1451.9685,1.8168345729343955,1.0219831632055978,76.59959104649188,75.968194,9.814828010116326,94.8401,61.5402,2.064724513588097,1.2381280199009919,0.32048578221194157,0.311886,0.07374455643639061,0.4507,0.1697,1.8970469391887272,1.4063025911050249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.408
4.085675366986467,3.935252,1.098423825713918,5.6733,2.2471,1.4593526883917638,1.3885831537072681,3.4725148236112684,3.3461540000000003,0.9282309025689675,5.0297,1.6358,1.9670929735306997,1.448431537661518,2.795549474217904,2.689984,0.7609749946903643,3.8163,1.2141,2.1198264597128205,1.3651341253462612,3.5625168142199692,3.484684,0.7406102022953776,5.082,2.4033,2.074899469898128,1.4265195789251406,64.90918023331831,64.49181,7.349021804655365,78.5714,50.5011,2.2684501053287875,1.2104820875177833,73.3207134388571,72.77205399999998,8.952942298712978,86.3738,56.8636,1.8251216869177582,1.178027271382837,25.18201749740874,25.133286,1.565867198073962,27.9292,22.1852,1.9676743499537217,1.1090930260763665,1200.0180940068462,1200.018094,0.004053561890492217,1200.025,1200.0112,0.04729889006394921,1.0000057548991872,1486.4897729374727,1486.362108,19.481502752496706,1518.6341,1451.9685,1.7973219071629545,1.0216243176626707,76.8901523943099,76.269254,9.751739819318605,94.8401,61.5402,2.0364597426982227,1.2334492393941983,0.34495163545053675,0.33732,0.07215849499539191,0.4617,0.212,1.805363151217273,1.3384484639781318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4617
4.229502588579418,4.088096,1.0845106000330287,5.6733,2.2471,1.5490440301252189,1.341363403324428,3.4635112040529044,3.342926,0.9059556386071009,5.0297,1.6358,2.0224747912885985,1.45219682834934,2.8779030697019663,2.7838460000000005,0.729744836832711,3.8163,1.2155,2.307182738724192,1.326069674450334,3.6829493796684196,3.604824,0.7545595153624398,5.082,2.4634,1.8483062586280306,1.3798723420572279,64.63107613381352,64.113792,8.16074001519078,79.1192,50.5011,2.0032330870062385,1.224166526702237,73.40167902244198,72.84428,9.028696173601148,86.3738,56.8636,1.8426405113109208,1.17672785062348,25.200011393699803,25.152646,1.5443359224223208,27.9292,22.1852,2.028408276104746,1.1083010857645685,1200.0194980068509,1200.019498,0.004054947101997894,1200.0264,1200.0126,0.047358484411587014,1.000005751559171,1488.1057748285991,1487.98047,19.311084299036672,1518.6341,1451.9685,1.8287628924113757,1.0205148892488587,78.16893559784347,77.594358,9.460343496281519,94.8401,62.2925,2.054539580489586,1.2132709657937795,0.36985952738843975,0.362624,0.07280044384480083,0.4896,0.2371,1.8293985635070091,1.3237457751043595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4896
