timestamp,vibration_x,vibration_y,vibration_z,rms_value,bearing_temp,motor_temp,ambient_temp,runtime_hours,rpm,load_percent,degradation_level,fault_type
2026-08-30 01:22:51,2.8448,2.1134,1.485,2.2185,26.3775,30.9249,19.5536,284.9942,1800.0,80.0,0.057,0
2026-08-30 01:22:52,2.8352,2.1288,1.4851,2.2193,26.3714,30.9194,19.5478,285.0242,1800.0,80.0,0.057,0
2026-08-30 01:22:53,2.8253,2.1443,1.4854,2.2201,26.3654,30.914,19.5419,285.0544,1800.0,80.0,0.057,0
2026-08-30 01:22:54,2.815,2.1599,1.4858,2.2209,26.3597,30.9086,19.536,285.0845,1800.0,80.0,0.057,0
2026-08-30 01:22:55,2.8044,2.1755,1.4863,2.2216,26.3542,30.9033,19.5302,285.1146,1800.0,80.0,0.057,0
2026-08-30 01:22:56,2.7934,2.1913,1.487,2.2223,26.3489,30.898,19.5243,285.1448,1800.0,80.0,0.057,0
2026-08-30 01:22:57,2.7823,2.2069,1.4878,2.223,26.3438,30.8927,19.5185,285.1747,1800.0,80.0,0.057,0
2026-08-30 01:22:58,2.7707,2.2227,1.4887,2.2236,26.3389,30.8875,19.5126,285.205,1800.0,80.0,0.057,0
2026-08-30 01:22:59,2.7588,2.2386,1.4898,2.2242,26.3341,30.8822,19.5067,285.2356,1800.0,80.0,0.057,0
2026-08-30 01:23:00,2.7465,2.2543,1.491,2.2247,26.3296,30.877,19.5008,285.2661,1800.0,80.0,0.0571,0
2026-08-30 01:23:01,2.7341,2.2699,1.4923,2.2252,26.3254,30.8719,19.4949,285.2963,1800.0,80.0,0.0571,0
2026-08-30 01:23:02,2.7214,2.2854,1.4937,2.2257,26.3213,30.8669,19.4891,285.3267,1800.0,80.0,0.0571,0
2026-08-30 01:23:03,2.7084,2.3009,1.4953,2.226,26.3175,30.8618,19.4832,285.3571,1800.0,80.0,0.0571,0
2026-08-30 01:23:04,2.6953,2.3161,1.4971,2.2263,26.3139,30.8568,19.4773,285.3874,1800.0,80.0,0.0571,0
2026-08-30 01:23:05,2.6819,2.3311,1.4989,2.2266,26.3105,30.8519,19.4715,285.4178,1800.0,80.0,0.0571,0
2026-08-30 01:23:06,2.6682,2.346,1.5009,2.2268,26.3073,30.847,19.4656,285.4483,1800.0,80.0,0.0571,0
2026-08-30 01:23:07,2.6543,2.3607,1.5031,2.2269,26.3044,30.8421,19.4597,285.4788,1800.0,80.0,0.0571,0
2026-08-30 01:23:08,2.6403,2.3751,1.5053,2.227,26.3017,30.8373,19.4538,285.5092,1800.0,80.0,0.0571,0
2026-08-30 01:23:09,2.6262,2.3892,1.5077,2.227,26.2992,30.8326,19.448,285.5396,1800.0,80.0,0.0571,0
2026-08-30 01:23:10,2.6119,2.403,1.5102,2.2269,26.2969,30.8279,19.4422,285.5699,1800.0,80.0,0.0571,0
2026-08-30 01:23:11,2.5975,2.4164,1.5128,2.2267,26.2949,30.8233,19.4364,285.6002,1800.0,80.0,0.0571,0
2026-08-30 01:23:12,2.5828,2.4296,1.5155,2.2264,26.2931,30.8187,19.4305,285.6307,1800.0,80.0,0.0571,0
2026-08-30 01:23:13,2.568,2.4425,1.5184,2.2261,26.2915,30.8141,19.4247,285.6613,1800.0,80.0,0.0571,0
2026-08-30 01:23:14,2.5531,2.455,1.5214,2.2256,26.2902,30.8096,19.4188,285.6918,1800.0,80.0,0.0571,0
2026-08-30 01:23:15,2.5384,2.4669,1.5245,2.2251,26.2891,30.8052,19.4131,285.7219,1800.0,80.0,0.0571,0
2026-08-30 01:23:16,2.5233,2.4786,1.5278,2.2244,26.2882,30.8007,19.4072,285.7525,1800.0,80.0,0.0572,0
2026-08-30 01:23:17,2.5083,2.4897,1.5311,2.2237,26.2876,30.7964,19.4014,285.7828,1800.0,80.0,0.0572,0
2026-08-30 01:23:18,2.4932,2.5004,1.5345,2.2228,26.2872,30.7921,19.3956,285.8131,1800.0,80.0,0.0572,0
2026-08-30 01:23:19,2.4781,2.5106,1.5381,2.2219,26.287,30.7879,19.3899,285.8435,1800.0,80.0,0.0572,0
2026-08-30 01:23:20,2.4629,2.5204,1.5418,2.2208,26.287,30.7837,19.384,285.874,1800.0,80.0,0.0572,0
2026-08-30 01:23:21,2.4477,2.5297,1.5456,2.2196,26.2873,30.7796,19.3782,285.9045,1800.0,80.0,0.0572,0
2026-08-30 01:23:22,2.4326,2.5384,1.5495,2.2183,26.2878,30.7755,19.3725,285.9348,1800.0,80.0,0.0572,0
2026-08-30 01:23:23,2.4176,2.5466,1.5535,2.2169,26.2885,30.7715,19.3668,285.9649,1800.0,80.0,0.0572,0
2026-08-30 01:23:24,2.4027,2.5542,1.5576,2.2153,26.2895,30.7676,19.361,285.9951,1800.0,80.0,0.0572,0
2026-08-30 01:23:25,2.3876,2.5614,1.5618,2.2136,26.2907,30.7636,19.3553,286.0257,1800.0,80.0,0.0572,0
2026-08-30 01:23:26,2.3726,2.568,1.5662,2.2118,26.2921,30.7598,19.3495,286.0561,1800.0,80.0,0.0572,0
2026-08-30 01:23:27,2.3577,2.5739,1.5706,2.2099,26.2938,30.756,19.3438,286.0864,1800.0,80.0,0.0572,0
2026-08-30 01:23:28,2.343,2.5794,1.5751,2.2078,26.2956,30.7523,19.338,286.1168,1800.0,80.0,0.0572,0
2026-08-30 01:23:29,2.3283,2.5842,1.5797,2.2056,26.2978,30.7486,19.3323,286.1471,1800.0,80.0,0.0572,0
2026-08-30 01:23:30,2.3139,2.5884,1.5844,2.2033,26.3001,30.745,19.3266,286.1772,1800.0,80.0,0.0572,0
2026-08-30 01:23:31,2.2995,2.592,1.5891,2.2009,26.3026,30.7414,19.321,286.2075,1800.0,80.0,0.0572,0
2026-08-30 01:23:32,2.2853,2.595,1.594,2.1983,26.3054,30.7379,19.3153,286.2376,1800.0,80.0,0.0572,0
2026-08-30 01:23:33,2.2712,2.5974,1.5989,2.1955,26.3084,30.7345,19.3096,286.268,1800.0,80.0,0.0573,0
2026-08-30 01:23:34,2.2572,2.5992,1.604,2.1927,26.3117,30.7311,19.3039,286.2985,1800.0,80.0,0.0573,0
2026-08-30 01:23:35,2.2435,2.6003,1.6091,2.1897,26.3151,30.7277,19.2982,286.3286,1800.0,80.0,0.0573,0
2026-08-30 01:23:36,2.23,2.6009,1.6143,2.1866,26.3188,30.7245,19.2925,286.359,1800.0,80.0,0.0573,0
2026-08-30 01:23:37,2.2167,2.6008,1.6196,2.1833,26.3227,30.7213,19.2869,286.3891,1800.0,80.0,0.0573,0
2026-08-30 01:23:38,2.2033,2.6,1.6253,2.1797,26.3272,30.7179,19.2808,286.4219,1800.0,80.0,0.0573,0
