timestamp,vibration_x,vibration_y,vibration_z,rms_value,bearing_temp,motor_temp,ambient_temp,runtime_hours,rpm,load_percent,degradation_level,fault_type
2026-08-30 14:38:45,4.4558,2.2066,2.7955,2.645,56.6551,65.9006,26.5139,1200.0,1517.6489,60.5271,0.0475,0
2026-08-30 14:38:46,1.5781,4.0487,1.0321,2.1414,58.2033,82.0917,23.6805,1200.0003,1502.5903,67.6112,0.0355,0
2026-08-30 14:38:47,4.4419,3.392,1.5061,3.2616,72.3393,83.7665,25.2226,1200.0006,1456.3444,87.5479,0.0533,0
2026-08-30 14:38:48,3.0544,1.7844,1.2907,3.4005,63.019,68.4554,24.8167,1200.0008,1489.2564,71.7919,0.0721,0
2026-08-30 14:38:49,2.7,4.4257,1.8455,3.1969,55.7513,82.3191,24.4776,1200.0011,1486.1776,88.9303,0.055,0
2026-08-30 14:38:50,4.9041,2.4521,1.8183,3.2994,55.264,66.3659,22.712,1200.0014,1516.6543,85.2107,0.0725,0
2026-08-30 14:38:51,2.6104,2.0021,1.8089,4.1818,48.697,85.3619,24.6077,1200.0017,1493.826,88.9971,0.0832,0
2026-08-30 14:38:52,3.229,3.3401,2.4177,4.5217,49.8505,59.9137,22.5638,1200.002,1487.9112,62.5579,0.1066,0
2026-08-30 14:38:53,1.876,4.0884,1.9381,4.6017,62.4642,83.9539,25.7194,1200.0022,1504.7694,81.4854,0.1406,0
2026-08-30 14:38:54,4.6532,1.5165,1.419,3.5592,72.9125,67.213,23.8443,1200.0025,1488.7878,64.707,0.1623,0
2026-08-30 14:38:55,3.2514,2.6775,3.1267,2.8205,61.6733,64.5804,25.265,1200.0028,1485.4249,86.4593,0.1417,0
2026-08-30 14:38:56,2.8047,3.9896,2.4562,4.0557,60.2377,69.9099,27.1246,1200.0031,1453.1654,79.5943,0.1666,0
2026-08-30 14:38:57,3.1021,3.8048,3.4547,3.7186,61.4002,72.5576,23.1262,1200.0034,1459.713,67.5836,0.1829,0
2026-08-30 14:38:58,4.7123,3.3426,1.349,3.6668,69.8018,79.4192,26.8936,1200.0036,1514.6444,75.6547,0.2192,0
2026-08-30 14:38:59,5.3874,3.2388,3.2221,3.7055,60.2639,69.7484,23.9822,1200.0039,1514.3053,93.2524,0.2228,0
2026-08-30 14:39:00,5.2548,1.9183,1.2589,3.0433,54.3096,71.8967,23.6901,1200.0042,1485.6247,76.9527,0.2277,0
2026-08-30 14:39:01,2.7285,4.5984,1.4527,4.4352,63.7102,68.3905,27.0009,1200.0045,1513.5871,61.2385,0.2198,0
2026-08-30 14:39:02,2.3007,4.0752,1.1178,3.7566,51.504,68.4624,25.8043,1200.0048,1497.4052,69.0267,0.2298,0
2026-08-30 14:39:03,5.4327,3.4608,2.2456,4.1589,61.7513,81.4571,22.1762,1200.005,1460.2992,82.7857,0.2843,0
2026-08-30 14:39:04,2.5195,4.7966,1.288,3.5073,75.1328,58.2666,22.5637,1200.0053,1466.0935,77.9967,0.2697,0
2026-08-30 14:39:05,2.1771,4.2318,2.7508,4.2859,74.6947,84.1961,24.7158,1200.0056,1470.6854,81.0884,0.2874,0
2026-08-30 14:39:06,3.3539,2.0414,1.4535,3.4463,64.2184,57.3628,23.6385,1200.0059,1500.067,73.9953,0.3207,0
2026-08-30 14:39:07,2.5024,2.6542,3.4632,3.3647,56.2917,71.4745,23.238,1200.0062,1455.4844,76.99,0.3455,0
2026-08-30 14:39:08,2.3024,4.2132,2.6735,4.9525,71.2721,71.8385,23.782,1200.0065,1465.7666,91.9942,0.3299,0
2026-08-30 14:39:09,5.4051,4.9036,1.4418,4.002,50.9612,65.416,26.3673,1200.0067,1457.0908,88.4306,0.3516,0
2026-08-30 14:39:10,5.6701,4.9071,3.2451,4.9186,56.0538,79.5884,26.9249,1200.007,1519.1988,87.0364,0.3859,0
2026-08-30 14:39:11,3.072,3.3108,1.4296,2.8181,73.2289,61.1828,23.4153,1200.0073,1514.2852,86.8527,0.3762,0
