timestamp,vibration_x,vibration_y,vibration_z,rms_value,bearing_temp,motor_temp,ambient_temp,runtime_hours,rpm,load_percent,degradation_level,fault_type
2026-08-27 20:03:51,1.654,1.5334,1.2903,1.5002,26.2187,30.191,18.2755,41.8126,1800.0,80.0,0.0084,0
2026-08-27 20:03:52,1.6468,1.5257,1.2874,1.4941,26.2128,30.1974,18.2729,41.8386,1800.0,80.0,0.0084,0
2026-08-27 20:03:53,1.6398,1.5183,1.2845,1.4882,26.2066,30.2038,18.2702,41.8651,1800.0,80.0,0.0084,0
2026-08-27 20:03:54,1.6331,1.5113,1.2817,1.4825,26.2002,30.2104,18.2676,41.8917,1800.0,80.0,0.0084,0
2026-08-27 20:03:55,1.6268,1.5048,1.2791,1.4773,26.1939,30.2167,18.265,41.9176,1800.0,80.0,0.0084,0
2026-08-27 20:03:56,1.6208,1.4987,1.2765,1.4722,26.1872,30.2232,18.2624,41.944,1800.0,80.0,0.0084,0
2026-08-27 20:03:57,1.6151,1.493,1.274,1.4675,26.1805,30.2296,18.2598,41.9702,1800.0,80.0,0.0084,0
2026-08-27 20:03:58,1.6097,1.4877,1.2716,1.463,26.1736,30.236,18.2572,41.9963,1800.0,80.0,0.0084,0
2026-08-27 20:03:59,1.6046,1.4829,1.2693,1.4589,26.1667,30.2424,18.2547,42.0224,1800.0,80.0,0.0084,0
2026-08-27 20:04:00,1.5999,1.4785,1.2671,1.455,26.1595,30.2488,18.2521,42.0485,1800.0,80.0,0.0084,0
2026-08-27 20:04:01,1.5954,1.4746,1.2649,1.4514,26.1522,30.2552,18.2496,42.0748,1800.0,80.0,0.0084,0
2026-08-27 20:04:02,1.5912,1.471,1.2628,1.448,26.1446,30.2617,18.247,42.1016,1800.0,80.0,0.0084,0
2026-08-27 20:04:03,1.5874,1.4679,1.2609,1.445,26.137,30.2682,18.2445,42.1278,1800.0,80.0,0.0084,0
2026-08-27 20:04:04,1.5839,1.4653,1.2591,1.4423,26.1292,30.2746,18.2419,42.1542,1800.0,80.0,0.0084,0
2026-08-27 20:04:05,1.5808,1.4632,1.2573,1.44,26.1214,30.281,18.2395,42.1802,1800.0,80.0,0.0084,0
2026-08-27 20:04:06,1.578,1.4615,1.2557,1.4379,26.1134,30.2874,18.237,42.2066,1800.0,80.0,0.0084,0
2026-08-27 20:04:07,1.5755,1.4603,1.2541,1.4361,26.1052,30.2938,18.2345,42.2329,1800.0,80.0,0.0084,0
2026-08-27 20:04:08,1.5734,1.4595,1.2526,1.4347,26.097,30.3002,18.232,42.2591,1800.0,80.0,0.0085,0
2026-08-27 20:04:09,1.5716,1.4592,1.2513,1.4335,26.0886,30.3065,18.2296,42.2852,1800.0,80.0,0.0085,0
2026-08-27 20:04:10,1.5702,1.4594,1.25,1.4327,26.0801,30.3129,18.2272,42.3114,1800.0,80.0,0.0085,0
2026-08-27 20:04:11,1.5691,1.46,1.2489,1.4322,26.0715,30.3192,18.2248,42.3374,1800.0,80.0,0.0085,0
2026-08-27 20:04:12,1.5684,1.4611,1.2478,1.432,26.0628,30.3256,18.2224,42.3636,1800.0,80.0,0.0085,0
2026-08-27 20:04:13,1.5679,1.4627,1.2468,1.4321,26.0538,30.332,18.2199,42.39,1800.0,80.0,0.0085,0
2026-08-27 20:04:14,1.5679,1.4647,1.246,1.4325,26.0447,30.3384,18.2175,42.4163,1800.0,80.0,0.0085,0
2026-08-27 20:04:15,1.5681,1.4672,1.2452,1.4332,26.0356,30.3447,18.2152,42.4426,1800.0,80.0,0.0085,0
2026-08-27 20:04:16,1.5688,1.4701,1.2445,1.4342,26.0264,30.351,18.2128,42.4687,1800.0,80.0,0.0085,0
2026-08-27 20:04:17,1.5697,1.4735,1.244,1.4356,26.0169,30.3574,18.2105,42.495,1800.0,80.0,0.0085,0
2026-08-27 20:04:19,1.571,1.4774,1.2435,1.4373,26.0074,30.3637,18.2081,42.5214,1800.0,80.0,0.0085,0
2026-08-27 20:04:20,1.5727,1.4817,1.2431,1.4392,25.9978,30.37,18.2058,42.5476,1800.0,80.0,0.0085,0
2026-08-27 20:04:21,1.5747,1.4863,1.2429,1.4415,25.9881,30.3763,18.2035,42.5736,1800.0,80.0,0.0085,0
2026-08-27 20:04:22,1.577,1.4915,1.2427,1.4441,25.9783,30.3826,18.2012,42.5999,1800.0,80.0,0.0085,0
2026-08-27 20:04:23,1.5797,1.4971,1.2426,1.4469,25.9684,30.3888,18.1989,42.626,1800.0,80.0,0.0085,0
2026-08-27 20:04:24,1.5827,1.5031,1.2427,1.4501,25.9582,30.3951,18.1966,42.6524,1800.0,80.0,0.0085,0
2026-08-27 20:04:25,1.586,1.5095,1.2428,1.4536,25.9481,30.4014,18.1944,42.6785,1800.0,80.0,0.0085,0
2026-08-27 20:04:26,1.5896,1.5163,1.2431,1.4573,25.9379,30.4076,18.1921,42.7046,1800.0,80.0,0.0085,0
2026-08-27 20:04:27,1.5937,1.5236,1.2434,1.4614,25.9275,30.4138,18.1899,42.731,1800.0,80.0,0.0085,0
2026-08-27 20:04:28,1.598,1.5313,1.2438,1.4658,25.9169,30.4201,18.1876,42.7575,1800.0,80.0,0.0086,0
2026-08-27 20:04:29,1.6027,1.5393,1.2444,1.4705,25.9063,30.4264,18.1854,42.7839,1800.0,80.0,0.0086,0
2026-08-27 20:04:30,1.6077,1.5478,1.245,1.4754,25.8955,30.4326,18.1832,42.8104,1800.0,80.0,0.0086,0
2026-08-27 20:04:31,1.6131,1.5566,1.2458,1.4807,25.8846,30.4389,18.181,42.8369,1800.0,80.0,0.0086,0
2026-08-27 20:04:32,1.6187,1.5658,1.2467,1.4862,25.8737,30.4451,18.1788,42.8632,1800.0,80.0,0.0086,0
2026-08-27 20:04:33,1.6247,1.5753,1.2476,1.4919,25.8627,30.4513,18.1766,42.8897,1800.0,80.0,0.0086,0
2026-08-27 20:04:34,1.6309,1.5851,1.2487,1.498,25.8516,30.4574,18.1745,42.916,1800.0,80.0,0.0086,0
2026-08-27 20:04:35,1.6375,1.5953,1.2498,1.5043,25.8404,30.4636,18.1723,42.9424,1800.0,80.0,0.0086,0
2026-08-27 20:04:36,1.6443,1.6056,1.2511,1.5107,25.8293,30.4696,18.1702,42.9684,1800.0,80.0,0.0086,0
2026-08-27 20:04:37,1.6514,1.6162,1.2524,1.5174,25.818,30.4757,18.1681,42.9945,1800.0,80.0,0.0086,0
2026-08-27 20:04:38,1.6588,1.6273,1.2538,1.5244,25.8066,30.4818,18.166,43.0208,1800.0,80.0,0.0086,0
2026-08-27 20:04:39,1.6665,1.6386,1.2554,1.5317,25.7951,30.4879,18.1639,43.0473,1800.0,80.0,0.0086,0
2026-08-27 20:04:40,1.6745,1.6501,1.257,1.5392,25.7835,30.4939,18.1618,43.0735,1800.0,80.0,0.0086,0
2026-08-27 20:04:41,1.6827,1.6618,1.2588,1.5468,25.772,30.4999,18.1598,43.0995,1800.0,80.0,0.0086,0
2026-08-27 20:04:42,1.6912,1.6738,1.2606,1.5547,25.7603,30.5059,18.1577,43.1257,1800.0,80.0,0.0086,0
2026-08-27 20:04:43,1.7,1.686,1.2625,1.5628,25.7485,30.5119,18.1557,43.1521,1800.0,80.0,0.0086,0
2026-08-27 20:04:44,1.7091,1.6985,1.2646,1.5711,25.7366,30.5179,18.1537,43.1785,1800.0,80.0,0.0086,0
2026-08-27 20:04:45,1.7183,1.7112,1.2667,1.5796,25.7247,30.5239,18.1516,43.2048,1800.0,80.0,0.0086,0
2026-08-27 20:04:46,1.7279,1.724,1.2689,1.5883,25.7127,30.5299,18.1496,43.231,1800.0,80.0,0.0086,0
2026-08-27 20:04:47,1.7377,1.737,1.2712,1.5971,25.7006,30.5358,18.1476,43.2574,1800.0,80.0,0.0087,0
2026-08-27 20:04:48,1.7477,1.7502,1.2736,1.6062,25.6884,30.5418,18.1456,43.284,1800.0,80.0,0.0087,0
2026-08-27 20:04:49,1.758,1.7635,1.2761,1.6154,25.6762,30.5477,18.1437,43.3103,1800.0,80.0,0.0087,0
2026-08-27 20:04:50,1.7685,1.7769,1.2787,1.6248,25.6639,30.5536,18.1417,43.3368,1800.0,80.0,0.0087,0
2026-08-27 20:04:51,1.7792,1.7904,1.2814,1.6344,25.6515,30.5594,18.1398,43.3632,1800.0,80.0,0.0087,0
